UPM,NVIVI,NHOGA,RONDA,LINEA,P02,P03,P04,P06,ED01,ED02,ED03,AÑOESTU,ED05,ED06,ED07,A01,A01A,A02,A03,A04,A05,A06,A08,A09,A10,A11,A12,RECA13,RECA14,A15,A16,A18,RECB01,RECB02,B04,B05,B06,B07A,B07M,B08,B10,B11,B12,B13,B14A,B14B,B15,B22,B23,RECC01,RECC02,C05,C07,C09A,C09B,C09C,C10,C11,D01,D02,D03,D04,E01A,E01B,E01C,E01D,E01E,E01F,E01G,E01GC,E01H,E01I,E01J,E01K,E01T,PEAA,PEAD,HORABH,TIPOHOGA,INGBC,EDAD_QUIN,FEX,trimestre,year
12,117,1,2,2,2,1,6,1,2,1,1,6,20, ,2,6,4,1, , , , , , , , , , , , , , ,9,8,1, , ,25,0,9,6,6,600000,6, , ,1,3,6, , , , , , , , , ,6, , ,6,900000,0,0,0,0,0,0, ,0,0,0,0,900000,1,5,64,4,900000,9,1061,2,2010
12,117,1,2,3,3,1,1,5,3,1,1,7,20, ,16,6,4,1, , , , , , , , , , , , , , ,9,8,1, , ,4,0,1,6,4, , , , , , ,6, , , , , , , , , ,2,10,6,1,200000,0,0,0,0,0,0, ,0,0,0,0,200000,1,4,22,4,200000,4,774,2,2010
12,117,1,2,4,3,1,6,5,3,1,1,7,20, ,16,1, ,6,6,6,6, , ,5,1, ,1,9,8,6,9,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,4,712,2,2010
12,117,1,2,5,3,1,6,5,3,1,1,6,6,1, ,6,4,6,6,6,6, , ,7,1, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,3,759,2,2010
12,117,1,2,6,3,1,1,5,3,1,1,5,2,1, ,6,4,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,3,810,2,2010
12,117,1,2,7,4,1,6,5,2,1,1,8,20, ,15,6,4,6,6,1, ,3,1, ,1, ,1,5,5,2,4,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,2,2, ,4, ,5,715,2,2010
12,117,1,2,8,5,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,1,1056,2,2010
12,117,1,2,9,5,1,6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,1,1117,2,2010
12,126,1,2,1,1,1,6,2,2,1,1,8,20, ,16,1, ,6,6,1, ,2,1, ,1, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,829500,1,0,0,0,0,829500,2,7, ,3, ,5,715,2,2010
12,126,1,2,2,3,1,6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,1,1117,2,2010
12,138,1,2,1,1,1,6,2,2,1,1,9,3,1, ,1, ,1, , , , , , , , , , , , , , ,9,8,1, , ,12,0,9,6,6,500000,6, , ,1,3,1,9,5, ,6, , , , ,0,2,1,6,1,700000,200000,0,0,0,0,0, ,0,0,0,0,900000,1,1,38,2,900000,5,715,2,2010
12,138,1,2,2,2,1,1,2,2,1,1,12,20, ,2,6,1,1, , , , , , , , , , , , , , ,8,6,1, , ,14,0,2,6,3, , , , , , ,6, , , , , , , , , ,1,1,6,1,2000000,0,0,0,0,0,0, ,0,0,0,0,2000000,1,1,60,2,2000000,6,712,2,2010
12,138,1,2,3,3,1,1,5,3,6,1,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,826,2,2010
12,145,1,2,1,1,1,1,1,3,1,1,6,20, ,1,6,2,1, , , , , , , , , , , , , , ,8,2,1, , ,7,0,7,1,2,1275022,6, , ,6,3,6, , , , , , , , , ,1,1,6,6,1275022,0,0,0,0,0,0, ,0,0,0,0,1275022,1,1,55,2,1275022,6,712,2,2010
12,145,1,2,2,2,1,6,1,3,1,1,12,20, ,1,1, ,6,6,6,6, , ,6,6,3,1,7,2,4,1,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,6,829,2,2010
12,145,1,2,3,3,1,1,5,3,1,1,0,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,826,2,2010
12,145,1,2,4,3,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,1,1056,2,2010
13,20,1,2,1,1,1,1,1,2,1,1,12, , , ,6,2,1, , , , , , , , , , , , , , ,8,2,1, , ,35,0,7,1,2,1810000,1,1500000,0,6,1,6, , , , , , , , , ,6, , ,6,3310000,0,0,0,0,0,0, ,0,0,0,0,3310000,1,1,54,2,3310000,11,948,2,2010
13,20,1,2,2,2,1,6,1,2,1,1,12,20, ,15,1, ,6,6,6,6, , ,6,1, ,1,4,2,2,7,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,10,1449,2,2010
13,20,1,2,3,3,1,1,5,3,1,1,11,3,2, ,6,2,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,100000,100000,3,3, ,2, ,4,1067,2,2010
13,20,1,2,4,3,1,6,5,3,1,1,10,3,2, ,6,2,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,4,981,2,2010
13,20,1,2,5,3,1,6,5,3,1,1,8,2,2, ,6,2,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,3,1045,2,2010
13,20,1,2,6,3,1,6,5,3,1,1,7,2,2, ,6,2,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,3,1045,2,2010
13,20,1,2,7,3,1,6,5,3,1,1,4,2,2, ,6,6,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,3,1045,2,2010
13,20,1,2,8,3,1,1,5,3,1,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,1138,2,2010
13,29,1,2,1,1,1,1,1,3,1,1,9, , , ,1, ,6,6,6,6, , ,12,6,6,1,6,1,2,2,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,1000000,0, ,0,0,0,0,1000000,3,3, ,1, ,12,1241,2,2010
13,41,1,2,1,1,1,6,4,1,1,1,5, , , ,1, ,1, , , , , , , , , , , , , , ,1,5,1, , ,52,0,1,6,4, , , , , , ,6, , , , , , , , , ,1,1,6,6,28000,0,0,0,0,0,0, ,0,0,0,0,28000,1,1,84,3,28000,13,731,2,2010
13,41,1,2,2,3,1,1,5,3,1,1,10,20, ,13,6,1,6,6,6,6, , ,11,6,5,1,3,8,2,1,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,3, ,10,1197,2,2010
13,48,1,2,1,1,1,1,1,3,1,1,16,20, ,2,1, ,1, , , , , , , , , , , , , , ,4,6,1, , ,5,0,6,1,1,1369200,1,200000,0,6,2,6, , , , , , , , , ,3,5,1,1,1569200,0,0,0,0,0,0, ,0,0,0,0,1569200,1,1,38,2,1569200,6,980,2,2010
13,48,1,2,2,2,1,6,1,3,1,1,17,20, ,5,1, ,1, , , , , , , , , , , , , , ,1,2,1, , ,0,2,99,1,2,2443500,6, , ,6,2,6, , , , , , , , , ,1,5,1,6,2443500,0,0,0,0,0,0, ,0,0,0,0,2443500,1,1,51,2,2443500,6,1141,2,2010
13,48,1,2,3,3,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,1,1455,2,2010
13,49,1,2,1,1,1,1,1,3,1,1,9, , , ,6,2,6,6,6,6, , ,14,1, ,1,7,6,1,3,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,1700000,0,0,0,1700000,3,3, ,4, ,13,688,2,2010
13,49,1,2,2,2,1,6,1,3,1,1,9, , , ,1, ,6,6,6,6, , ,12,1, ,1,4,6,1,5,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,1800000,0,0,0,1800000,3,3, ,4, ,13,851,2,2010
13,49,1,2,3,3,1,6,2,3,1,1,12,20, ,1,6,2,1, , , , , , , , , , , , , , ,4,6,1, , ,2,0,3,1,1,1183446,6, , ,6,1,6, , , , , , , , , ,3,5,6,1,1183446,0,0,0,0,0,0, ,0,0,0,0,1183446,1,1,36,4,1183446,5,985,2,2010
13,49,1,2,4,6,1,1,2,3,1,1,11,20, ,1,6,2,1, , , , , , , , , , , , , , ,4,5,1, , ,2,0,3,6,2,900000,6, , ,6,3,6, , , , , , , , , ,3,5,6,6,900000,0,0,0,0,0,0, ,0,0,0,0,900000,1,5,60,4,900000,5,1037,2,2010
13,49,1,2,5,5,1,6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,1,1539,2,2010
13,59,1,2,1,1,1,1,1,2,1,1,8, , , ,1, ,6,6,6,6, , ,14,6,8,1,7,2,2,5,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,600000,0,0,0, ,1150000,0,0,0,1750000,3,3, ,4, ,13,620,2,2010
13,59,1,2,2,2,1,6,1,2,1,1,6, , , ,6,1,6,6,6,6, , ,6,6,3,1,5,8,4,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,13,970,2,2010
13,59,1,2,3,3,1,1,5,3,1,1,13,20, ,1,6,1,6,6,6,1,7,6,2,1, ,1,5,5,2,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,2,2, ,4, ,5,1037,2,2010
13,59,1,2,4,9,1,6,5,1,6,1,2, , , ,6,1,6,6,6,6, , ,6,6,3,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,13,669,2,2010
13,62,1,2,1,1,1,6,3,3,1,1,15, , , ,1, ,1, , , , , , , , , , , , , , ,2,8,1, , ,32,0,6,6,2,1400000,6, , ,6,2,6, , , , , , , , , ,3,1,1,1,1400000,0,0,0,0,0,0, ,1200000,0,0,0,2600000,1,1,30,4,1400000,12,966,2,2010
13,62,1,2,2,3,1,1,5,3,1,1,11,4,2, ,6,1,6,6,6,6, , ,7,1, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,4,1067,2,2010
13,62,1,2,3,9,1,6,5,3,1,1,13,17,1, ,1, ,1, , , , , , , , , , , , , , ,3,8,1, , ,2,0,4,6,2,1200000,1,400000,0,6,2,6, , , , , , , , , ,3,6,6,1,1600000,0,0,0,0,0,0, ,0,0,0,0,1600000,1,4,24,4,1600000,5,985,2,2010
13,76,1,2,1,1,1,1,1,3,1,1,18, , , ,6,2,1, , , , , , , , , , , , , , ,5,5,3,11,60,4,0,2,6,3, , , , , , ,6, , , , , , , , , ,1,5,6,1,0,0,0,0,0,0,0, ,4500000,0,0,0,4500000,1,1,60,2,0,11,948,2,2010
13,76,1,2,2,2,1,6,1,3,1,1,10,20, ,15,1, ,6,6,6,6, , ,16,1, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,10,1449,2,2010
13,76,1,2,3,3,1,1,5,3,1,1,12,20, ,16,6,2,1, , , , , , , , , , , , , , ,9,7,1, , ,3,0,1,6,4, , , , , , ,6, , , , , , , , , ,1,5,6,6,1000000,0,0,500000,0,0,0, ,0,0,0,0,1500000,1,1,40,2,1000000,6,980,2,2010
13,76,1,2,4,3,1,1,5,3,1,1,12,20, ,16,6,2,6,6,1, ,4,1, ,1, ,1,5,5,4,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,500000,0,0,0, ,0,0,0,0,500000,2,2, ,2, ,6,980,2,2010
13,76,1,2,5,3,1,6,5,3,1,1,11,3,2, ,6,2,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,500000,0,0,0, ,0,0,0,0,500000,3,3, ,2, ,4,981,2,2010
13,77,1,2,1,1,1,1,1,3,1,1,17,20, ,5,1, ,1, , , , , , , , , , , , , , ,2,7,1, , ,1,0,8,1,2,7000000,6, , ,1,1,6, , , , , , , , , ,6, , ,6,7300000,0,0,0,0,0,0, ,0,0,0,0,7300000,1,1,40,2,7300000,8,1294,2,2010
13,77,1,2,2,2,1,6,1,3,1,1,17,20, ,5,6,1,1, , , , , , , , , , , , , , ,1,2,1, , ,5,0,8,1,2,5000000,6, , ,6,1,6, , , , , , , , , ,6, , ,1,5000000,0,0,0,0,0,0, ,0,0,0,0,5000000,1,1,40,2,5000000,8,1229,2,2010
13,77,1,2,3,3,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,1,1455,2,2010
13,81,1,2,1,1,1,1,1,3,1,1,17,20, ,5,6,2,1, , , , , , , , , , , , , , ,1,6,1, , ,5,0,4,1,3, , , , , , ,6, , , , , , , , , ,6, , ,1,7500000,0,0,1000000,1000000,0,0, ,0,0,0,3700000,13200000,1,1,63,2,7500000,8,1294,2,2010
13,81,1,2,2,2,1,6,1,3,1,1,17,20, ,2,1, ,1, , , , , , , , , , , , , , ,1,6,1, , ,5,0,4,6,3, , , , , , ,6, , , , , , , , , ,3,5,6,6,7500000,0,0,0,0,0,0, ,0,0,0,0,7500000,1,1,40,2,7500000,7,1253,2,2010
13,81,1,2,3,3,1,1,5,3,6,1,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,1138,2,2010
13,81,1,2,4,3,1,6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,1,1539,2,2010
13,81,1,2,5,11,1,6,5,3,1,1,7,20, ,2,1, ,1, , , , , , , , , , , , , , ,9,8,1, , ,9,0,9,6,6,1000000,6, , ,1,3,6, , , , , , , , , ,6, , ,6,2080000,0,0,0,0,0,0, ,0,0,0,0,2080000,1,1,75,2,2080000,6,1141,2,2010
14,6,1,2,1,1,1,1,2,3,1,1,11,20, ,2,6,2,1, , , , , , , , , , , , , , ,8,2,1, , ,6,0,2,6,3, , , , , , ,6, , , , , , , , , ,1,1,6,6,1500000,0,0,0,0,0,0, ,0,0,0,0,1500000,1,1,60,4,1500000,7,649,2,2010
14,6,1,2,2,2,1,6,2,3,1,1,11,20, ,2,1, ,1, , , , , , , , , , , , , , ,3,8,1, , ,10,0,5,1,1,1690000,6, , ,6,1,6, , , , , , , , , ,2,1,6,6,1690000,0,0,0,0,0,0, ,0,0,0,0,1690000,1,1,20,4,1690000,7,631,2,2010
14,6,1,2,3,3,1,1,5,3,1,1,5,2,1, ,6,2,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,3,562,2,2010
14,6,1,2,4,3,1,1,5,3,1,1,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2,573,2,2010
14,6,1,2,5,9,1,6,5,3,1,1,12,20, ,2,1, ,1, , , , , , , , , , , , , , ,9,8,1, , ,13,0,9,6,6,200000,6, , ,1,3,6, , , , , , , , , ,6, , ,6,600000,0,0,0,0,0,0, ,0,0,0,0,600000,1,5,50,4,600000,6,575,2,2010
14,26,1,2,1,1,1,1,1,3,1,1,14, , , ,6,3,1, , , , , , , , , , , , , , ,7,7,1, , ,15,0,2,6,3, , , , , , ,6, , , , , , , , , ,6, , ,6,4000000,0,0,0,0,0,0, ,0,0,0,0,4000000,1,1,60,2,4000000,11,477,2,2010
14,26,1,2,2,2,1,6,1,3,1,1,12,20, ,2,6,3,1, , , , , , , , , , , , , , ,3,2,1, , ,10,0,10,1,2,4000000,9,999999999,999999999,6,2,6, , , , , , , , , ,6, , ,6,9999999999,0,0,0,0,0,0, ,0,0,0,0,9999999999,1,1,54,2,9999999999,10,730,2,2010
14,26,1,2,3,3,1,1,5,3,1,1,12,17,2, ,1, ,1, , , , , , , , , , , , , , ,4,7,1, , ,2,5,3,1,2,1550000,6, , ,1,1,6, , , , , , , , , ,6, , ,6,1750000,0,0,0,0,0,0, ,0,0,0,0,1750000,1,1,48,2,1750000,5,522,2,2010
14,35,1,2,1,1,1,1,2,3,1,1,12,20, ,2,1, ,1, , , , , , , , , , , , , , ,5,5,1, , ,9,0,3,6,3, , , , , , ,6, , , , , , , , , ,6, , ,6,6000000,0,0,0,0,0,0, ,0,0,0,0,6000000,1,1,60,2,6000000,6,494,2,2010
14,35,1,2,2,2,1,6,2,3,1,1,12,20, ,2,6,1,1, , , , , , , , , , , , , , ,5,6,1, , ,3,0,2,6,2,1408864,1,1091136,0,1,3,6, , , , , , , , , ,6, , ,6,2740000,0,0,0,0,0,0, ,0,0,0,0,2740000,1,1,50,2,2740000,6,575,2,2010
14,35,1,2,3,3,1,6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,1,775,2,2010
14,40,1,2,1,1,1,6,5,3,1,1,6, , , ,6,2,1, , , , , , , , , , , , , , ,1,5,1, , ,0,8,2,6,3, , , , , , ,6, , , , , , , , , ,1,1,6,1,1500000,0,0,0,0,600000,0, ,0,0,0,0,2100000,1,4,16,4,1500000,13,429,2,2010
14,40,1,2,2,5,1,1,5,3,1,1,12,17,2, ,1, ,1, , , , , , , , , , , , , , ,5,5,1, , ,0,8,2,6,2,1300000,6, , ,6,3,6, , , , , , , , , ,6, , ,1,1300000,0,0,0,0,0,0, ,0,0,0,0,1300000,1,1,41,4,1300000,4,537,2,2010
14,59,1,2,1,1,1,6,5,3,1,1,12, , , ,1, ,6,6,6,6, , ,14,6,8,1,4,8,1,5,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,700000,0,0,0, ,1200000,0,0,2000000,3900000,3,3, ,4, ,13,429,2,2010
14,59,1,2,2,3,1,6,5,3,1,1,15,17,2, ,6,1,6,6,1, ,7,1, ,1, ,1,5,6,2,10,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,2,2, ,4, ,8,619,2,2010
14,59,1,2,3,5,1,6,5,3,1,1,6,2,1, ,6,1,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,3,526,2,2010
14,65,1,2,1,1,1,1,1,3,1,1,12, , , ,6,2,6,6,6,6, , ,11,6,5,1,4,8,1,10,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,12,625,2,2010
14,65,1,2,2,2,1,6,1,3,1,1,8, , , ,1, ,6,6,6,6, , ,6,6,3,1,3,2,2,10,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,13,337,2,2010
14,65,1,2,3,3,1,6,3,3,1,1,12,17,2, ,6,2,1, , , , , , , , , , , , , , ,3,8,1, , ,10,0,10,1,1,1183448,6, , ,6,1,6, , , , , , , , , ,6, , ,6,1183448,0,0,0,0,0,0, ,0,0,0,0,1183448,1,1,30,4,1183448,6,575,2,2010
14,65,1,2,4,5,1,1,5,3,1,1,5,2,2, ,6,2,6,6,6,6, , ,5,6,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,3,562,2,2010
14,65,1,2,5,5,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,1,733,2,2010
14,65,1,2,6,3,1,1,5,3,1,1,12,20, ,2,6,2,6,1, , , , , , , , , , , , , ,4,7,1, , ,8,0,10,1,2,1279067,6, , ,1,1,6, , , , , , , , , ,1,1,6,6,1479067,0,0,0,0,0,0, ,0,0,0,0,1479067,1,1,40,4,1479067,7,649,2,2010
14,68,1,2,1,1,1,1,2,2,1,1,9, , , ,1, ,1, , , , , , , , , , , , , , ,7,2,3,1,72,41,0,1,6,4, , , , , , ,6, , , , , , , , , ,1,1,6,1,1000000,0,0,0,0,0,0, ,0,0,0,0,1000000,1,1,72,4,1000000,11,477,2,2010
14,68,1,2,2,2,1,6,2,2,1,1,11,20, ,2,6,1,1, , , , , , , , , , , , , , ,9,8,1, , ,3,0,9,6,6,800000,6, , ,1,3,6, , , , , , , , , ,6, , ,1,1060000,0,0,0,0,0,0, ,0,0,0,0,1060000,1,5,48,4,1060000,8,619,2,2010
14,68,1,2,3,4,1,6,5,2,1,1,4,2,1, ,6,1,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,3,526,2,2010
14,70,1,2,1,1,1,1,2,3,1,1,2, , , ,6,5,6,6,6,6, , ,11,6,5,1,7,4,4,1,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,13,312,2,2010
14,70,1,2,2,2,1,6,2,3,6,1,2, , , ,6,5,6,6,6,6, , ,12,6,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,13,368,2,2010
14,70,1,2,3,9,1,6,5,2,1,1,17,20, ,5,6,5,1, , , , , , , , , , , , , , ,2,8,1, , ,3,0,4,6,2,1408864,6, , ,6,3,6, , , , , , , , , ,6, , ,6,1503864,0,0,0,0,0,0, ,0,0,0,0,1503864,1,1,47,4,1503864,7,631,2,2010
14,70,1,2,4,9,1,6,5,2,1,1,8,2,3, ,6,5,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,3,526,2,2010
14,70,1,2,5,9,1,6,5,2,1,1,14,17,2, ,1, ,1, , , , , , , , , , , , , , ,2,8,1, , ,1,0,4,6,2,1408864,6, , ,6,3,6, , , , , , , , , ,6, , ,6,1503864,0,0,0,0,0,0, ,0,0,0,0,1503864,1,1,47,4,1503864,5,496,2,2010
14,80,1,2,1,1,1,6,5,3,1,1,12, , , ,6,2,1, , , , , , , , , , , , , , ,4,5,1, , ,25,0,5,1,2,1810000,6, , ,1,1,6, , , , , , , , , ,6, , ,6,2470000,0,0,0,0,0,0, ,0,0,0,0,2470000,1,1,63,4,2470000,11,421,2,2010
14,80,1,2,2,3,1,6,5,3,1,1,12,17,2, ,1, ,6,6,6,6, , ,7,1, ,1,4,2,2,5,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,4,494,2,2010
14,80,1,2,3,7,1,6,4,3,1,1,4, , , ,6,2,6,6,6,6, , ,12,6,6,1,1,5,4,2,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,300000,0, ,0,0,0,0,300000,3,3, ,4, ,13,489,2,2010
14,82,1,2,1,1,1,1,4,2,1,1,5, , , ,1, ,6,6,6,6, , ,14,6,8,1,7,4,2,4,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,300000,0,0,0, ,1100000,0,0,0,1400000,3,3, ,1, ,13,312,2,2010
14,83,1,2,1,1,1,6,1,3,1,1,12, , , ,6,3,1, , , , , , , , , , , , , , ,4,8,1, , ,45,0,4,1,1,1183445,6, , ,6,1,6, , , , , , , , , ,6, , ,6,1183445,0,0,0,0,9999999999,0, ,0,0,0,0,9999999999,1,1,30,5,1183445,13,337,2,2010
14,83,1,2,2,3,1,6,5,3,1,1,16,19,2, ,6,3,1, , , , , , , , , , , , , , ,4,8,1, , ,3,0,3,1,2,2000000,6, , ,6,2,6, , , , , , , , , ,1,1,6,1,2000000,0,0,0,0,0,0, ,0,0,0,0,2000000,1,1,45,5,2000000,6,575,2,2010
14,83,1,2,3,3,1,6,5,3,1,1,18,20, ,2,1, ,1, , , , , , , , , , , , , , ,2,8,1, , ,0,2,8,1,1,1530000,6, , ,1,1,6, , , , , , , , , ,1,1,1,1,1790000,0,0,0,0,0,0, ,0,0,0,0,1790000,1,1,78,5,1790000,6,575,2,2010
14,83,1,2,4,10,1,6,5,3,1,1,17,13,2, ,1, ,1, , , , , , , , , , , , , , ,2,7,1, , ,1,0,1,6,4, , , , , , ,6, , , , , , , , , ,6, , ,6,1300000,0,0,0,0,400000,0, ,0,0,0,0,1700000,1,1,20,5,1300000,6,575,2,2010
15,25,1,2,1,1,1,6,5,2,1,1,6,20, ,1,1, ,1, , , , , , , , , , , , , , ,7,2,1, , ,10,0,1,6,4, , , , , , ,6, , , , , , , , , ,6, , ,6,800000,0,0,0,0,0,0, ,0,0,200000,0,1000000,1,1,77,4,800000,6,570,2,2010
15,25,1,2,2,3,1,6,5,3,1,1,3,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2,683,2,2010
15,25,1,2,3,9,1,1,5,2,1,1,13,17,2, ,6,1,6,6,6,1,4,6,9,1, ,1,3,7,4,1,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,2,2, ,4, ,4,533,2,2010
