UPM,NVIVI,NHOGA,RONDA,LINEA,P02,P03,P04,P06,ED01,ED02,ED03,AÑOESTU,ED05,ED06,ED07,A01,A01A,A02,A03,A04,A05,A06,A08,A09,A10,A11,A12,RECA13,RECA14,A15,A16,A18,RECB01,RECB02,B04,B05,B06,B07A,B07M,B08,B10,B11,B12,B13,B14A,B14B,B15,B22,B23,RECC01,RECC02,C05,C07,C09A,C09B,C09C,C10,C11,D01,D02,D03,D04,E01A,E01B,E01C,E01D,E01E,E01F,E01G,E01GC,E01H,E01I,E01J,E01K,E01T,PEAA,PEAD,HORABH,TIPOHOGA,INGBC,EDAD_QUIN,FEX,trimestre,year
10,44,1,2,7,3,1,1,2,3,1,1,11,20, ,16,6,3,1, , , , , , , , , , , , , , ,5,5,1, , ,2,0,2,6,2,600000,6, , ,6,3,6, , , , , , , , , ,6, , ,6,600000,0,0,0,0,0,0, ,0,0,0,0,600000,1,5,46,4,600000,5,530,2,2010
10,44,1,2,8,6,1,6,2,3,1,1,10,4,1, ,6,3,6,6,6,6, , ,7,6,4,1,5,5,2,2,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,4,502,2,2010
10,44,1,2,9,7,1,6,5,1,1,1,3, , , ,6,3,6,6,6,6, , ,12,6,6,1,5,8,6,9,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,100000,0, ,0,0,0,0,100000,3,3, ,4, ,13,374,2,2010
10,47,1,2,1,1,1,1,2,1,6,1,4,20, ,1,6,2,1, , , , , , , , , , , , , , ,7,5,1, , ,8,0,7,1,2,1275022,6, , ,1,1,6, , , , , , , , , ,6, , ,1,1685022,0,0,0,0,0,0, ,0,0,0,0,1685022,1,1,57,5,1685022,7,659,2,2010
10,47,1,2,2,2,1,6,2,1,1,1,6,20, ,1,1, ,1, , , , , , , , , , , , , , ,4,5,1, , ,10,0,7,1,2,1275022,6, , ,1,1,6, , , , , , , , , ,1,3,6,1,1575022,0,0,0,0,0,0, ,0,0,0,0,1575022,1,1,63,5,1575022,7,641,2,2010
10,47,1,2,4,3,1,1,5,3,1,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, ,2,582,2,2010
10,47,1,2,5,9,1,6,1,1,1,1,6,20, ,1,1, ,1, , , , , , , , , , , , , , ,9,8,1, , ,0,11,9,6,6,300000,6, , ,1,3,6, , , , , , , , , ,6, , ,6,800000,0,0,0,0,0,0, ,0,0,0,0,800000,1,5,54,5,800000,6,584,2,2010
10,47,1,2,6,10,1,1,5,1,1,1,6,20, ,1,6,2,1, , , , , , , , , , , , , , ,9,4,3,6,50,1,3,2,6,2,800000,6, , ,6,3,6, , , , , , , , , ,6, , ,1,800000,0,0,0,0,0,0, ,0,0,0,0,800000,1,5,50,5,800000,9,622,2,2010
10,47,1,2,7,10,1,1,5,1,1,1,10,3,1, ,6,2,1, , , , , , , , , , , , , , ,9,2,3,12,40,0,5,6,6,2,400000,1,100000,0,1,3,6, , , , , , , , , ,2,7,1,1,600000,0,0,0,0,0,0, ,0,0,0,0,600000,1,5,40,5,600000,4,545,2,2010
10,59,1,2,1,1,1,1,2,1,1,1,6,20, ,2,6,2,1, , , , , , , , , , , , , , ,9,5,1, , ,0,0,2,6,2,0,6, , ,6,3,6, , , , , , , , , ,2,1,1,1,0,0,0,0,0,0,0, ,0,0,0,1000000,1000000,1,5,48,2,0,7,659,2,2010
10,59,1,2,2,2,1,6,2,3,1,1,4,20, ,1,1, ,1, , , , , , , , , , , , , , ,9,8,1, , ,20,0,9,6,6,0,6, , ,6,3,6, , , , , , , , , ,2,12,1,1,0,0,0,0,0,0,0, ,0,0,0,0,0,1,4,7,2,0,8,628,2,2010
10,59,1,2,3,3,1,1,5,3,1,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,582,2,2010
10,59,1,2,4,3,1,6,5,3,6,1,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,699,2,2010
10,61,1,2,1,1,1,6,1,1,1,1,3, , , ,1, ,6,6,6,6, , ,12,6,6,1,7,2,4,1,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,100000,0, ,0,0,0,0,100000,3,3, ,2, ,13,374,2,2010
10,61,1,2,2,2,1,1,1,1,1,1,6, , , ,6,1,6,6,6,6, , ,12,6,6,1,9,6,2,10,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,13,317,2,2010
10,63,1,2,1,1,1,1,1,3,1,1,12,20, ,2,6,2,1, , , , , , , , , , , , , , ,1,7,3,12,56,10,0,1,6,4, , , , , , ,6, , , , , , , , , ,6, , ,1,300000,0,0,0,0,0,0, ,0,0,0,0,300000,1,1,56,2,300000,6,501,2,2010
10,63,1,2,2,2,1,6,1,3,1,1,12,20, ,15,1, ,1, , , , , , , , , , , , , , ,9,5,1, , ,4,0,1,6,4, , , , , , ,1,5,5, ,6, , , , ,0,6, , ,1,100000,75000,0,0,0,0,0, ,0,0,0,0,175000,1,1,11,2,175000,4,502,2,2010
10,63,1,2,3,3,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,1,744,2,2010
10,66,1,2,1,1,1,1,5,2,1,1,10,20, ,17,1, ,1, , , , , , , , , , , , , , ,1,8,1, , ,0,11,2,6,4, , , , , , ,6, , , , , , , , , ,1,1,6,1,800000,0,0,0,0,0,0, ,0,0,0,0,800000,1,4,20,4,800000,10,612,2,2010
10,66,1,2,2,7,1,6,5,1,6,6,0, , , ,6,1,6,6,6,6, , ,12,6,6,1,9,8,4,1,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,280000,0, ,0,0,0,0,280000,3,3, ,4, ,13,729,2,2010
10,69,1,2,1,1,1,1,1,1,1,1,5, , , ,6,2,6,6,6,6, , ,12,1, ,1,7,4,2,10,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,250000,250000,3,3, ,4, ,13,499,2,2010
10,69,1,2,2,2,1,6,1,3,1,1,6,20, ,16,1, ,6,6,6,6, , ,6,6,3,1,9,8,6,9,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,11,427,2,2010
10,69,1,2,3,3,1,6,5,3,1,1,4,2,3, ,6,2,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,3,534,2,2010
10,69,1,2,4,3,1,6,5,3,1,1,12,20, ,1,6,2,1, , , , , , , , , , , , , , ,9,8,1, , ,3,0,9,6,6,500000,6, , ,1,3,6, , , , , , , , , ,2,1,6,6,740000,0,0,0,0,0,0, ,0,0,250000,0,990000,1,5,54,4,740000,7,641,2,2010
10,69,1,2,5,5,1,6,5,3,1,1,7,2,3, ,6,2,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,3,534,2,2010
10,69,1,2,6,3,1,6,5,3,1,1,15,20, ,1,6,2,1, , , , , , , , , , , , , , ,4,8,1, , ,14,0,10,1,1,1279067,6, , ,6,1,6, , , , , , , , , ,6, , ,6,1279067,0,0,0,0,0,0, ,0,0,300000,0,1579067,1,1,36,4,1279067,7,641,2,2010
10,69,1,2,7,5,1,6,5,3,1,1,2,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2,699,2,2010
10,69,1,2,8,5,1,1,5,3,6,1,0,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2,582,2,2010
10,69,1,2,9,3,1,6,5,3,1,1,12,20, ,1,6,2,6,6,6,1,3,6,2,1, ,1,5,5,2,10,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,2,2, ,4, ,6,584,2,2010
10,69,1,2,10,5,1,6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,1,787,2,2010
10,69,1,2,11,3,1,6,5,3,1,1,10,20, ,16,6,2,6,6,6,6, , ,2,1, ,1,9,5,2,10,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,300000,0, ,0,0,0,0,300000,3,3, ,4, ,5,504,2,2010
10,69,1,2,12,5,1,6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,1,787,2,2010
11,3,1,1,1,1,1,6,4,2,1,1,6, , , ,6,2,6,6,6,6, , ,12,6,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,2500000,0, ,0,0,0,0,2500000,3,3, ,5, ,13,369,2,2010
11,3,1,1,2,11,1,6,5,2,1,1,5,20, ,1,1, ,1, , , , , , , , , , , , , , ,5,8,1, , ,0,5,9,6,6,1000000,6, , ,1,3,6, , , , , , , , , ,6, , ,6,1800000,0,0,0,0,0,0, ,0,0,0,0,1800000,1,1,84,5,1800000,9,737,2,2010
11,22,1,1,1,1,1,6,2,3,1,1,12, , , ,6,3,6,6,6,6, , ,6,6,3,1,4,6,2,7,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,11,421,2,2010
11,22,1,1,2,2,1,1,2,3,1,1,12, , , ,6,3,1, , , , , , , , , , , , , , ,1,6,1, , ,40,0,3,6,3, , , , , , ,6, , , , , , , , , ,1,11,6,6,10000000,0,0,0,0,0,0, ,0,0,0,0,10000000,1,1,40,2,10000000,12,626,2,2010
11,22,1,1,3,3,1,1,5,3,1,1,12,17,2, ,1, ,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,6,494,2,2010
11,22,1,1,4,3,1,6,5,3,1,1,13,17,2, ,1, ,6,6,6,6, , ,7,1, ,1,4,7,2,5,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,4,495,2,2010
11,44,1,1,1,1,1,1,1,3,1,1,18,20, ,5,6,3,1, , , , , , , , , , , , , , ,1,6,1, , ,10,0,10,1,2,25000000,1,999999999,999999999,1,1,6, , , , , , , , , ,6, , ,6,9999999999,0,0,0,0,0,0, ,0,0,0,0,9999999999,1,1,50,4,9999999999,9,614,2,2010
11,44,1,1,2,2,1,6,1,3,1,1,18,20, ,5,6,3,1, , , , , , , , , , , , , , ,2,2,1, , ,10,0,10,6,2,6000000,6, , ,6,1,6, , , , , , , , , ,2,11,6,6,6000000,0,0,0,0,0,0, ,0,0,0,0,6000000,1,1,55,4,6000000,8,620,2,2010
11,44,1,1,3,3,1,6,5,3,1,1,14,17,2, ,1, ,1, , , , , , , , , , , , , , ,4,1,1, , ,1,0,3,6,2,850000,6, , ,6,1,6, , , , , , , , , ,2,7,6,1,1150000,0,0,0,0,0,0, ,0,0,0,0,1150000,1,4,25,4,1150000,5,497,2,2010
11,44,1,1,4,3,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,1,734,2,2010
11,44,1,1,5,3,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,1,734,2,2010
11,44,1,1,6,4,1,1,5,3,1,1,3,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2,574,2,2010
11,44,1,1,7,11,1,6,5,3,1,1,8,2,2, ,1, ,1, , , , , , , , , , , , , , ,5,8,1, , ,2,0,9,6,6,200000,6, , ,1,3,6, , , , , , , , , ,1,1,6,6,700000,0,0,0,0,0,0, ,0,0,0,0,700000,1,5,43,4,700000,4,495,2,2010
11,44,1,1,8,11,1,6,5,3,1,1,12,20, ,2,1, ,1, , , , , , , , , , , , , , ,9,8,1, , ,12,0,9,6,6,700000,6, , ,1,3,6, , , , , , , , , ,6, , ,1,1570000,0,0,0,0,0,0, ,0,0,0,0,1570000,1,1,71,4,1570000,6,576,2,2010
11,49,1,1,1,1,1,6,4,2,1,1,12, , , ,1, ,6,6,6,6, , ,12,6,6,1,1,5,3,2,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,2000000,0,0,0, ,0,0,0,0,2000000,3,3, ,4, ,13,490,2,2010
11,49,1,1,2,5,1,1,5,3,1,1,12,20, ,2,6,1,1, , , , , , , , , , , , , , ,4,5,1, , ,0,6,10,1,2,1275022,6, , ,6,1,6, , , , , , , , , ,1,11,6,6,1275022,0,0,0,0,0,0, ,0,0,0,0,1275022,1,1,66,4,1275022,6,494,2,2010
11,49,1,1,3,5,1,1,5,3,1,1,16,17,2, ,6,1,1, , , , , , , , , , , , , , ,4,5,1, , ,0,2,8,6,2,1000000,6, , ,6,3,6, , , , , , , , , ,1,1,1,6,1000000,0,0,0,0,0,0, ,0,0,0,0,1000000,1,5,60,4,1000000,5,523,2,2010
11,49,1,1,4,5,1,1,5,3,1,1,6,2,1, ,6,1,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,3,563,2,2010
11,49,1,1,5,5,1,6,5,3,1,1,4,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2,690,2,2010
11,57,1,1,1,1,1,6,3,2,1,1,6,20, ,1,1, ,1, , , , , , , , , , , , , , ,7,2,1, , ,35,0,2,6,2,1500000,6, , ,1,3,6, , , , , , , , , ,6, , ,6,2190000,0,0,0,0,0,0, ,0,0,0,0,2190000,1,1,40,3,2190000,10,731,2,2010
11,57,1,1,2,3,1,1,5,2,1,1,10,4,1, ,6,1,1, , , , , , , , , , , , , , ,7,2,1, , ,1,0,2,6,2,0,6, , ,6,3,6, , , , , , , , , ,2,11,6,6,0,0,0,0,0,0,0, ,0,0,0,0,0,1,1,9,3,0,4,538,2,2010
11,77,1,1,1,1,1,1,5,3,1,1,9,20, ,15,1, ,1, , , , , , , , , , , , , , ,9,4,1, , ,0,9,3,6,2,1200000,6, , ,6,3,6, , , , , , , , , ,3,1,6,1,1300000,0,0,0,0,0,0, ,0,0,0,0,1300000,1,4,12,1,1300000,6,494,2,2010
11,80,1,1,1,1,1,6,4,3,1,1,7, , , ,1, ,6,6,6,6, , ,12,6,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,1300000,0,0,1300000,3,3, ,4, ,13,369,2,2010
11,80,1,1,2,3,1,1,3,3,1,1,16, , , ,6,1,1, , , , , , , , , , , , , , ,2,8,1, , ,40,0,7,1,1,1500000,6, , ,6,1,1,2,8, ,1,1400000,0,0,1,3,6, , ,6,1500000,1400000,4000000,0,0,0,0, ,0,0,0,0,6900000,1,1,14,4,2900000,13,347,2,2010
11,80,1,1,3,11,1,6,5,3,1,1,9,20, ,16,1, ,1, , , , , , , , , , , , , , ,9,8,1, , ,0,2,9,6,6,300000,6, , ,1,3,6, , , , , , , , , ,6, , ,6,1100000,0,0,0,0,0,0, ,0,0,0,0,1100000,1,5,76,4,1100000,4,495,2,2010
11,81,1,1,1,1,1,1,1,3,1,1,17,20, ,2,6,4,1, , , , , , , , , , , , , , ,1,7,1, , ,1,0,7,1,2,6108750,6, , ,6,2,6, , , , , , , , , ,3,5,6,1,6108750,0,0,0,0,0,0, ,0,0,0,0,6108750,1,1,50,4,6108750,10,604,2,2010
11,81,1,1,2,2,1,6,1,3,1,1,15,20, ,2,1, ,1, , , , , , , , , , , , , , ,1,8,1, , ,3,0,2,6,2,1500000,6, , ,6,3,1,3,7, ,6, , , , ,0,1,11,6,6,1500000,500000,0,0,0,0,0, ,0,0,0,0,2000000,1,1,42,4,2000000,9,737,2,2010
11,81,1,1,3,3,1,1,5,3,1,1,12,17,2, ,1, ,1, , , , , , , , , , , , , , ,3,8,1, , ,4,0,5,6,2,800000,1,300000,0,6,2,6, , , , , , , , , ,3,1,6,1,1100000,0,0,0,0,0,0, ,0,0,0,0,1100000,1,4,20,4,1100000,5,523,2,2010
11,81,1,1,4,3,1,6,5,3,1,1,9,3,2, ,6,2,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,4,495,2,2010
11,81,1,1,5,9,1,1,4,2,1,1,12, , , ,6,2,6,6,6,6, , ,12,6,6,1,1,4,3,8,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,13,313,2,2010
11,95,1,1,1,1,1,6,4,3,1,1,6, , , ,6,2,6,6,6,6, , ,12,6,6,1,1,5,3,3,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,2000000,3,0,0,0,0,2000000,3,3, ,5, ,13,719,2,2010
11,95,1,1,2,11,1,6,1,3,1,1,11,20, ,15,1, ,1, , , , , , , , , , , , , , ,9,8,1, , ,1,0,9,6,6,600000,6, , ,1,3,6, , , , , , , , , ,6, , ,6,1600000,0,0,0,0,0,0, ,0,0,0,0,1600000,1,1,84,5,1600000,7,632,2,2010
11,95,1,1,3,10,1,1,1,3,1,1,16,20, ,2,6,2,1, , , , , , , , , , , , , , ,3,8,1, , ,22,0,8,1,1,1400000,6, , ,6,1,6, , , , , , , , , ,6, , ,1,1600000,0,0,0,0,0,0, ,0,0,0,0,1600000,1,1,36,5,1600000,10,604,2,2010
11,95,1,1,4,9,1,6,5,3,1,1,8,2,2, ,6,2,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,5, ,4,495,2,2010
11,95,1,1,5,9,1,6,5,3,6,1,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, ,2,690,2,2010
12,9,1,2,1,1,1,6,5,3,1,1,6,20, ,1,1, ,1, , , , , , , , , , , , , , ,5,5,1, , ,0,0,2,6,4, , , , , , ,6, , , , , , , , , ,1,1,6,6,0,0,0,0,0,0,0, ,0,0,0,200000,200000,1,1,30,3,0,6,829,2,2010
12,9,1,2,2,3,1,1,5,3,1,1,4,2,1, ,6,1,1, , , , , , , , , , , , , , ,5,5,1, , ,0,0,2,6,5, , , , , , ,6, , , , , , , , , ,6, , ,6,0,0,0,0,0,0,0, ,0,0,0,0,0,1,1,15,3,0,3,810,2,2010
12,9,1,2,3,3,1,1,5,3,1,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2,826,2,2010
12,9,1,2,4,3,1,6,5,3,6,1,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2,993,2,2010
12,9,1,2,5,3,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,1,1056,2,2010
12,12,1,2,1,1,1,1,1,3,1,1,2, , , ,1, ,1, , , , , , , , , , , , , , ,5,5,1, , ,3,0,2,6,4, , , , , , ,6, , , , , , , , , ,6, , ,6,310000,0,0,0,0,0,0, ,0,0,0,0,310000,1,1,14,2,310000,13,450,2,2010
12,12,1,2,2,2,1,6,1,3,1,1,3, , , ,1, ,1, , , , , , , , , , , , , , ,5,5,1, , ,3,0,2,6,5, , , , , , ,6, , , , , , , , , ,6, , ,6,0,0,0,0,0,0,0, ,0,0,0,0,0,1,1,14,2,0,13,705,2,2010
12,20,1,2,1,1,1,1,2,2,1,1,6,20, ,2,1, ,1, , , , , , , , , , , , , , ,7,5,1, , ,5,0,3,6,2,1800000,6, , ,6,3,6, , , , , , , , , ,1,1,6,1,1800000,0,0,0,0,0,0, ,0,0,0,0,1800000,1,1,55,2,1800000,6,712,2,2010
12,20,1,2,2,2,1,6,2,2,1,1,7,20, ,2,6,1,6,6,6,1,3,6,9,1, ,1,9,8,6,9,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,2,2, ,2, ,5,715,2,2010
12,20,1,2,3,3,1,1,5,3,1,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,826,2,2010
12,20,1,2,4,3,1,1,5,3,6,1,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,826,2,2010
12,20,1,2,5,3,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,1,1056,2,2010
12,29,1,2,1,1,1,6,2,2,6,1,6,20, ,1,1, ,6,6,6,6, , ,16,1, ,1,9,8,4,1,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,8,892,2,2010
12,29,1,2,2,2,1,1,2,2,1,1,6,20, ,1,6,1,1, , , , , , , , , , , , , , ,7,2,1, , ,10,0,3,6,2,1440000,6, , ,6,3,6, , , , , , , , , ,6, , ,6,1440000,0,0,0,0,0,0, ,0,0,0,0,1440000,1,1,55,2,1440000,9,883,2,2010
12,29,1,2,3,3,1,6,5,3,1,1,6,20, ,17,6,1,6,6,6,6, , ,7,1, ,1,5,8,6,9,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,200000,200000,3,3, ,2, ,4,712,2,2010
12,29,1,2,4,3,1,6,5,3,1,1,9,3,1, ,6,1,6,6,6,6, , ,7,1, ,1,9,5,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,200000,200000,3,3, ,2, ,4,712,2,2010
12,29,1,2,5,3,1,1,5,3,1,1,5,2,1, ,6,1,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,3,810,2,2010
12,29,1,2,6,3,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,1,1056,2,2010
12,43,1,2,1,1,1,1,2,2,1,1,6,20, ,1,1, ,1, , , , , , , , , , , , , , ,5,5,1, , ,14,0,3,6,2,1400000,1,400000,0,1,3,6, , , , , , , , , ,6, , ,6,2190000,0,0,0,0,0,0, ,0,0,0,0,2190000,1,1,66,2,2190000,7,936,2,2010
12,43,1,2,2,2,1,6,2,2,1,1,12,20, ,1,6,1,6,6,6,6, , ,16,1, ,1,4,5,2,2,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,7,910,2,2010
12,43,1,2,3,3,1,6,5,2,1,1,5,2,3, ,6,1,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,3,759,2,2010
12,43,1,2,4,3,1,6,5,3,1,1,1,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,993,2,2010
12,43,1,2,5,3,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,1,1056,2,2010
12,70,1,2,1,1,1,6,5,3,1,1,6,20, ,1,1, ,1, , , , , , , , , , , , , , ,5,5,1, , ,10,0,4,6,2,1408864,6, , ,1,3,6, , , , , , , , , ,1,1,6,6,1708864,0,0,0,0,300000,0, ,0,0,0,0,2008864,1,1,54,3,1708864,9,1061,2,2010
12,70,1,2,2,3,1,1,5,3,1,1,0,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2,826,2,2010
12,72,1,2,1,1,1,1,2,1,1,1,8,20, ,2,1, ,1, , , , , , , , , , , , , , ,5,5,1, , ,10,5,5,6,2,1350000,6, , ,1,3,6, , , , , , , , , ,2,10,6,1,1670000,0,0,0,0,0,0, ,0,0,0,0,1670000,1,1,56,2,1670000,6,712,2,2010
12,72,1,2,2,2,1,6,2,3,1,1,8,20, ,2,6,1,1, , , , , , , , , , , , , , ,5,5,1, , ,8,11,5,6,2,1530000,6, , ,1,3,6, , , , , , , , , ,2,10,6,1,1850000,0,0,0,0,0,0, ,0,0,0,0,1850000,1,1,56,2,1850000,6,829,2,2010
12,97,1,2,1,1,1,1,2,3,1,1,6,20, ,2,1, ,1, , , , , , , , , , , , , , ,5,5,1, , ,3,0,2,6,4, , , , , , ,6, , , , , , , , , ,2,10,1,1,600000,0,0,0,0,0,0, ,0,0,0,200000,800000,1,1,30,2,600000,7,936,2,2010
12,97,1,2,2,2,1,6,2,3,1,1,6,20, ,1,6,1,1, , , , , , , , , , , , , , ,9,8,1, , ,16,4,9,6,6,300000,6, , ,6,3,1,5,5, ,6, , , , ,0,1,1,1,1,300000,0,0,0,0,0,0, ,0,0,0,0,300000,1,1,30,2,300000,7,910,2,2010
12,97,1,2,3,3,1,6,5,3,1,1,4,2,1, ,6,1,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,3,759,2,2010
12,97,1,2,4,3,1,1,5,3,1,1,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,826,2,2010
12,117,1,2,1,1,1,1,1,2,1,1,6,20, ,2,6,4,1, , , , , , , , , , , , , , ,9,8,3,9,55,10,0,1,6,4, , , , , , ,6, , , , , , , , , ,2,1,6,1,800000,0,0,0,0,0,0, ,0,0,0,0,800000,1,1,55,4,800000,8,940,2,2010
